material-surveyer,Material,subcategory,material,CP,SP,Volume,Processing,"if_yes,_what_kind_of_processing",how_do_you_decide_when_to_sell,_index,_parent_table_name,_parent_index
240 steel,Steel,240,Colour,80,90,50,No,,I sell on fixed schedule - daily/monthly/weekly,136,GPSDD | Informal Waste Ecosystem Survey | Kabadiwallas (Revised),18
Steel 304,Steel,304,Colour,250,270,20,No,,I sell on fixed schedule - daily/monthly/weekly,81,GPSDD | Informal Waste Ecosystem Survey | Kabadiwallas (Revised),14
Aa,Aluminium,Aa,Colour,40,50,60,No,,I sell on fixed schedule - daily/monthly/weekly,77,GPSDD | Informal Waste Ecosystem Survey | Kabadiwallas (Revised),14
Aa,Aluminium,Aa,Colour,80,90,70,No,,I sell on fixed schedule - daily/monthly/weekly,267,GPSDD | Informal Waste Ecosystem Survey | Kabadiwallas (Revised),26
Aa,Aluminium,Aa,Colour,40,50,60,No,,I sell on fixed schedule - daily/monthly/weekly,287,GPSDD | Informal Waste Ecosystem Survey | Kabadiwallas (Revised),27
Aa,Aluminium,Aa,Colour,80,90,50,No,,I sell on fixed schedule - daily/monthly/weekly,374,GPSDD | Informal Waste Ecosystem Survey | Kabadiwallas (Revised),34
AA,Aluminium,AA,Vision,60,70,40,No,,I sell on fixed schedule - daily/monthly/weekly,393,GPSDD | Informal Waste Ecosystem Survey | Kabadiwallas (Revised),35
AA,Aluminium,AA,Colour,80,100,60,No,,I sell on fixed schedule - daily/monthly/weekly,409,GPSDD | Informal Waste Ecosystem Survey | Kabadiwallas (Revised),36
AA,Aluminium,AA,Colour,80,85,60,No,,I sell on fixed schedule - daily/monthly/weekly,425,GPSDD | Informal Waste Ecosystem Survey | Kabadiwallas (Revised),37
AA,Aluminium,AA,Colour,80,100,70,No,,I sell on fixed schedule - daily/monthly/weekly,444,GPSDD | Informal Waste Ecosystem Survey | Kabadiwallas (Revised),38
Aa,Aluminium,Aa,Colour,110,120,5,No,,I sell on fixed schedule - daily/monthly/weekly,478,GPSDD | Informal Waste Ecosystem Survey | Kabadiwallas (Revised),39
Aa,Aluminium,Aa,Vision,110,120,15,No,,I sell on fixed schedule - daily/monthly/weekly,493,GPSDD | Informal Waste Ecosystem Survey | Kabadiwallas (Revised),40
Aa,Aluminium,Aa,Colour,80,100,150,No,,I sell on fixed schedule - daily/monthly/weekly,580,GPSDD | Informal Waste Ecosystem Survey | Kabadiwallas (Revised),48
Aa,Aluminium,Aa,,80,90,50,No,,I sell on fixed schedule - daily/monthly/weekly,598,GPSDD | Informal Waste Ecosystem Survey | Kabadiwallas (Revised),49
Aa,Aluminium,Aa,Colour,90,100,30,No,,I sell on fixed schedule - daily/monthly/weekly,616,GPSDD | Informal Waste Ecosystem Survey | Kabadiwallas (Revised),50
Aa,Aluminium,Aa,Colour,50,60,40,No,,I sell on fixed schedule - daily/monthly/weekly,750,GPSDD | Informal Waste Ecosystem Survey | Kabadiwallas (Revised),59
aa,Aluminium,aa,vision,80,90,,No,,I sell on fixed schedule - daily/monthly/weekly,812,GPSDD | Informal Waste Ecosystem Survey | Kabadiwallas (Revised),65
aa,Aluminium,aa,vision,330,350,2,Yes,break,I sell on fixed schedule - daily/monthly/weekly,840,GPSDD | Informal Waste Ecosystem Survey | Kabadiwallas (Revised),67
Aa,Aluminium,Aa,Colour,70,80,30,No,,I sell on fixed schedule - daily/monthly/weekly,856,GPSDD | Informal Waste Ecosystem Survey | Kabadiwallas (Revised),68
Aa,Aluminium,Aa,Colour,60,70,20,No,,I sell on fixed schedule - daily/monthly/weekly,876,GPSDD | Informal Waste Ecosystem Survey | Kabadiwallas (Revised),69
Aa,Aluminium,Aa,vision,70,75,12,No,,I sell on fixed schedule - daily/monthly/weekly,899,GPSDD | Informal Waste Ecosystem Survey | Kabadiwallas (Revised),70
Aa,Aluminium,Aa,Colour,80,100,5,No,,I sell on fixed schedule - daily/monthly/weekly,1001,GPSDD | Informal Waste Ecosystem Survey | Kabadiwallas (Revised),77
Aa,Aluminium,Aa,Color,70,80,40,No,,I sell on fixed schedule - daily/monthly/weekly,1102,GPSDD | Informal Waste Ecosystem Survey | Kabadiwallas (Revised),84
Aa,Aluminium,Aa,Color,70,80,40,No,,I sell on fixed schedule - daily/monthly/weekly,1121,GPSDD | Informal Waste Ecosystem Survey | Kabadiwallas (Revised),85
Aa,Aluminium,Aa,Colour,70,80,50,No,,I sell on fixed schedule - daily/monthly/weekly,1141,GPSDD | Informal Waste Ecosystem Survey | Kabadiwallas (Revised),86
Aa,Aluminium,Aa,Vision,80,90,50,No,,I sell on fixed schedule - daily/monthly/weekly,1161,GPSDD | Informal Waste Ecosystem Survey | Kabadiwallas (Revised),87
Aa,Aluminium,Aa,Color,40,50,30,No,,I sell on fixed schedule - daily/monthly/weekly,1180,GPSDD | Informal Waste Ecosystem Survey | Kabadiwallas (Revised),88
Aa,Aluminium,Aa,Vision,80,90,40,No,,I sell on fixed schedule - daily/monthly/weekly,1199,GPSDD | Informal Waste Ecosystem Survey | Kabadiwallas (Revised),89
Aa,Aluminium,Aa,Vision,80,90,50,No,,I sell on fixed schedule - daily/monthly/weekly,1219,GPSDD | Informal Waste Ecosystem Survey | Kabadiwallas (Revised),90
aa,Aluminium,aa,colour,65,72,10,Yes,"koluthanum ,uriganum",I sell on fixed schedule - daily/monthly/weekly,1253,GPSDD | Informal Waste Ecosystem Survey | Kabadiwallas (Revised),92
Aluminium aa,Aluminium,Aa,Vision,45,50,,No,,I sell on fixed schedule - daily/monthly/weekly,211,GPSDD | Informal Waste Ecosystem Survey | Kabadiwallas (Revised),22
Aluminium aa,Aluminium,Aa,Colour,110,120,,No,,I sell on fixed schedule - daily/monthly/weekly,313,GPSDD | Informal Waste Ecosystem Survey | Kabadiwallas (Revised),29
Aluminium aa,Aluminium,Aa,Colour,90,100,20,Yes,Break,I sell on fixed schedule - daily/monthly/weekly,339,GPSDD | Informal Waste Ecosystem Survey | Kabadiwallas (Revised),31
Ac,Copper,Ac,Colour,340,350,40,Yes,Cutter hammer,I sell on fixed schedule - daily/monthly/weekly,126,GPSDD | Informal Waste Ecosystem Survey | Kabadiwallas (Revised),17
Ac,Copper,Ac,,360,370,50,No,,I sell on fixed schedule - daily/monthly/weekly,142,GPSDD | Informal Waste Ecosystem Survey | Kabadiwallas (Revised),18
Ac,Copper,Ac,Colour,70,80,60,Yes,"Hammer cutter ,chisel",I sell on fixed schedule - daily/monthly/weekly,270,GPSDD | Informal Waste Ecosystem Survey | Kabadiwallas (Revised),26
Ac,Copper,Ac,Colour,330,340,40,No,,I sell on fixed schedule - daily/monthly/weekly,290,GPSDD | Informal Waste Ecosystem Survey | Kabadiwallas (Revised),27
Ac,Copper,Ac,Vision and color,70,80,,Yes,Break,I sell on fixed schedule - daily/monthly/weekly,341,GPSDD | Informal Waste Ecosystem Survey | Kabadiwallas (Revised),31
Ac,Copper,Ac,Colour,330,340,50,No,,I sell on fixed schedule - daily/monthly/weekly,377,GPSDD | Informal Waste Ecosystem Survey | Kabadiwallas (Revised),34
AC,Copper,AC,Colour,300,330,70,No,,I sell on fixed schedule - daily/monthly/weekly,412,GPSDD | Informal Waste Ecosystem Survey | Kabadiwallas (Revised),36
Ac,Copper,Ac,Vision,320,340,80,No,,I sell on fixed schedule - daily/monthly/weekly,448,GPSDD | Informal Waste Ecosystem Survey | Kabadiwallas (Revised),38
Ac,Copper,Ac,Colour,360,370,,No,,I sell on fixed schedule - daily/monthly/weekly,473,GPSDD | Informal Waste Ecosystem Survey | Kabadiwallas (Revised),39
Ac,Copper,Ac,Vision,350,360,2,No,,I sell on fixed schedule - daily/monthly/weekly,496,GPSDD | Informal Waste Ecosystem Survey | Kabadiwallas (Revised),40
Ac,Copper,Ac,Vision,300,310,5,No,,I sell on fixed schedule - daily/monthly/weekly,505,GPSDD | Informal Waste Ecosystem Survey | Kabadiwallas (Revised),41
Ac,Copper,Ac,Colour,300,320,200,No,,I sell on fixed schedule - daily/monthly/weekly,575,GPSDD | Informal Waste Ecosystem Survey | Kabadiwallas (Revised),48
Ac,Copper,Ac,Colour,320,330,60,No,,I sell on fixed schedule - daily/monthly/weekly,603,GPSDD | Informal Waste Ecosystem Survey | Kabadiwallas (Revised),49
Ac,Copper,Ac,Colour,340,350,40,No,,I sell on fixed schedule - daily/monthly/weekly,619,GPSDD | Informal Waste Ecosystem Survey | Kabadiwallas (Revised),50
Ac,Copper,Ac,Colour,310,325,5,No,,I sell on fixed schedule - daily/monthly/weekly,666,GPSDD | Informal Waste Ecosystem Survey | Kabadiwallas (Revised),53
Ac,Copper,Ac,Colour,340,350,2,No,,I sell on fixed schedule - daily/monthly/weekly,689,GPSDD | Informal Waste Ecosystem Survey | Kabadiwallas (Revised),54
Ac,Copper,Ac,Colour,250,270,30,No,,I sell on fixed schedule - daily/monthly/weekly,766,GPSDD | Informal Waste Ecosystem Survey | Kabadiwallas (Revised),60
Ac,Copper,Ac,Colour,240,250,30,No,,I sell on fixed schedule - daily/monthly/weekly,860,GPSDD | Informal Waste Ecosystem Survey | Kabadiwallas (Revised),68
Ac,Copper,Ac,Colour,240,260,10,No,,I sell on fixed schedule - daily/monthly/weekly,880,GPSDD | Informal Waste Ecosystem Survey | Kabadiwallas (Revised),69
Ac,Copper,Ac,vision,300,340,2,No,,I sell on fixed schedule - daily/monthly/weekly,913,GPSDD | Informal Waste Ecosystem Survey | Kabadiwallas (Revised),71
Ac,Copper,Ac,Colour,250,260,30,No,,I sell on fixed schedule - daily/monthly/weekly,946,GPSDD | Informal Waste Ecosystem Survey | Kabadiwallas (Revised),74
Ac,Copper,Ac,Colour,350,370,5,No,,I sell on fixed schedule - daily/monthly/weekly,965,GPSDD | Informal Waste Ecosystem Survey | Kabadiwallas (Revised),75
Ac,Copper,Ac,Colour,250,270,10,No,,I sell on fixed schedule - daily/monthly/weekly,980,GPSDD | Informal Waste Ecosystem Survey | Kabadiwallas (Revised),76
Ac,Copper,Ac,Colour,240,260,10,No,,I sell on fixed schedule - daily/monthly/weekly,1006,GPSDD | Informal Waste Ecosystem Survey | Kabadiwallas (Revised),77
Ac,Copper,Ac,Color,340,360,40,No,,I sell on fixed schedule - daily/monthly/weekly,1088,GPSDD | Informal Waste Ecosystem Survey | Kabadiwallas (Revised),83
Ac,Copper,Ac,Color,350,370,10,No,,I sell on fixed schedule - daily/monthly/weekly,1105,GPSDD | Informal Waste Ecosystem Survey | Kabadiwallas (Revised),84
Ac,Copper,Ac,Color,250,270,15,No,,I sell on fixed schedule - daily/monthly/weekly,1125,GPSDD | Informal Waste Ecosystem Survey | Kabadiwallas (Revised),85
Ac,Copper,Ac,Color,350,365,5,No,,I sell on fixed schedule - daily/monthly/weekly,1144,GPSDD | Informal Waste Ecosystem Survey | Kabadiwallas (Revised),86
Ac,Copper,Ac,Color,350,370,10,No,,I sell on fixed schedule - daily/monthly/weekly,1164,GPSDD | Informal Waste Ecosystem Survey | Kabadiwallas (Revised),87
Ac,Copper,Ac,Color,340,360,5,No,,I sell on fixed schedule - daily/monthly/weekly,1183,GPSDD | Informal Waste Ecosystem Survey | Kabadiwallas (Revised),88
Ac,Copper,Ac,Color,350,370,10,No,,I sell on fixed schedule - daily/monthly/weekly,1202,GPSDD | Informal Waste Ecosystem Survey | Kabadiwallas (Revised),89
Ac,Copper,Ac,Color,350,370,5,No,,I sell on fixed schedule - daily/monthly/weekly,1222,GPSDD | Informal Waste Ecosystem Survey | Kabadiwallas (Revised),90
AC compressor,Copper,Ac,Colour,360,370,70,Yes,Hammer screwdriver cutter,I sell on fixed schedule - daily/monthly/weekly,79,GPSDD | Informal Waste Ecosystem Survey | Kabadiwallas (Revised),14
Aluminium AC,Aluminium,Ac,Colour,360,380,,Yes,Break,I sell on fixed schedule - daily/monthly/weekly,358,GPSDD | Informal Waste Ecosystem Survey | Kabadiwallas (Revised),32
aluminium ac,Aluminium,Ac,vision,80,95,10,No,,I sell on fixed schedule - daily/monthly/weekly,1030,GPSDD | Informal Waste Ecosystem Survey | Kabadiwallas (Revised),79
Copper ac,Copper,ac,Colour,360,378,,Yes,Break,I sell on fixed schedule - daily/monthly/weekly,316,GPSDD | Informal Waste Ecosystem Survey | Kabadiwallas (Revised),29
Copper ac,Copper,ac,Color,280,320,,Yes,Break,I sell on fixed schedule - daily/monthly/weekly,343,GPSDD | Informal Waste Ecosystem Survey | Kabadiwallas (Revised),31
All other plastic,Plastic,All others,Vision,10,15,100,No,,I sell on fixed schedule - daily/monthly/weekly,487,GPSDD | Informal Waste Ecosystem Survey | Kabadiwallas (Revised),40
all other plastics,Plastic,All others,vision,13,23,1000,No,,I sell on fixed schedule - daily/monthly/weekly,1246,GPSDD | Informal Waste Ecosystem Survey | Kabadiwallas (Revised),92
all the other plastic,Plastic,All others,vision,15,17,300,No,,I sell on fixed schedule - daily/monthly/weekly,775,GPSDD | Informal Waste Ecosystem Survey | Kabadiwallas (Revised),61
Plastics all others,Plastic,All others,Vision,16,20,500,No,,I sell on fixed schedule - daily/monthly/weekly,732,GPSDD | Informal Waste Ecosystem Survey | Kabadiwallas (Revised),57
Bb,Aluminium,Bb,Vision,12,13,,No,,I sell on fixed schedule - daily/monthly/weekly,188,GPSDD | Informal Waste Ecosystem Survey | Kabadiwallas (Revised),21
Bb,Aluminium,Bb,Vision,2,3,50,No,,I sell on fixed schedule - daily/monthly/weekly,196,GPSDD | Informal Waste Ecosystem Survey | Kabadiwallas (Revised),22
Bb,Aluminium,Bb,Vision,7,9,25,No,,I sell on fixed schedule - daily/monthly/weekly,683,GPSDD | Informal Waste Ecosystem Survey | Kabadiwallas (Revised),54
bb,Aluminium,bb,vision,10,12,2000,No,,I sell on fixed schedule - daily/monthly/weekly,795,GPSDD | Informal Waste Ecosystem Survey | Kabadiwallas (Revised),64
bb,Aluminium,bb,vision,6,8,20,No,,I sell on fixed schedule - daily/monthly/weekly,1249,GPSDD | Informal Waste Ecosystem Survey | Kabadiwallas (Revised),92
Aluminium bc,Aluminium,BC,Colour,85,90,,Yes,,I sell on fixed schedule - daily/monthly/weekly,312,GPSDD | Informal Waste Ecosystem Survey | Kabadiwallas (Revised),29
Aluminium bc,Aluminium,BC,Colour,50,60,20,No,,I sell on fixed schedule - daily/monthly/weekly,569,GPSDD | Informal Waste Ecosystem Survey | Kabadiwallas (Revised),47
aluminium bc,Aluminium,BC,vision,50,60,10,No,,I sell on fixed schedule - daily/monthly/weekly,1029,GPSDD | Informal Waste Ecosystem Survey | Kabadiwallas (Revised),79
Aluminium can,Aluminium,BC,Colour,60,70,80,No,,I sell on fixed schedule - daily/monthly/weekly,25,GPSDD | Informal Waste Ecosystem Survey | Kabadiwallas (Revised),11
Bc,Aluminium,Bc,Colour,80,90,70,No,,I sell on fixed schedule - daily/monthly/weekly,76,GPSDD | Informal Waste Ecosystem Survey | Kabadiwallas (Revised),14
Bc,Aluminium,Bc,Colour,40,50,60,No,,I sell on fixed schedule - daily/monthly/weekly,266,GPSDD | Informal Waste Ecosystem Survey | Kabadiwallas (Revised),26
Bc,Aluminium,Bc,Col,80,90,50,No,,I sell on fixed schedule - daily/monthly/weekly,286,GPSDD | Informal Waste Ecosystem Survey | Kabadiwallas (Revised),27
Bc,Aluminium,Bc,View,60,70,50,No,,I sell on fixed schedule - daily/monthly/weekly,392,GPSDD | Informal Waste Ecosystem Survey | Kabadiwallas (Revised),35
Bc,Aluminium,Bc,Colour,70,85,40,No,,I sell on fixed schedule - daily/monthly/weekly,443,GPSDD | Informal Waste Ecosystem Survey | Kabadiwallas (Revised),38
Bc,Aluminium,Bc,Colour,85,95,,No,,I sell on fixed schedule - daily/monthly/weekly,477,GPSDD | Informal Waste Ecosystem Survey | Kabadiwallas (Revised),39
Bc,Aluminium,Bc,Vision,85,90,5,No,,I sell on fixed schedule - daily/monthly/weekly,492,GPSDD | Informal Waste Ecosystem Survey | Kabadiwallas (Revised),40
Bc,Aluminium,Bc,Vision,80,85,1,No,,I sell on fixed schedule - daily/monthly/weekly,686,GPSDD | Informal Waste Ecosystem Survey | Kabadiwallas (Revised),54
Bc,Aluminium,Bc,Colour,60,70,20,No,,I sell on fixed schedule - daily/monthly/weekly,855,GPSDD | Informal Waste Ecosystem Survey | Kabadiwallas (Revised),68
Bc,Aluminium,Bc,colour,80,85,5,No,,I sell on fixed schedule - daily/monthly/weekly,898,GPSDD | Informal Waste Ecosystem Survey | Kabadiwallas (Revised),70
Bc,Aluminium,Bc,Colour,70,80,10,No,,I sell on fixed schedule - daily/monthly/weekly,942,GPSDD | Informal Waste Ecosystem Survey | Kabadiwallas (Revised),74
Bc,Aluminium,Bc,Colour,60,70,30,No,,I sell on fixed schedule - daily/monthly/weekly,961,GPSDD | Informal Waste Ecosystem Survey | Kabadiwallas (Revised),75
Bc,Aluminium,Bc,,40,50,10,No,,I sell on fixed schedule - daily/monthly/weekly,1000,GPSDD | Informal Waste Ecosystem Survey | Kabadiwallas (Revised),77
Bc,Aluminium,Bc,Color,60,70,10,No,,I sell on fixed schedule - daily/monthly/weekly,1084,GPSDD | Informal Waste Ecosystem Survey | Kabadiwallas (Revised),83
bc,Aluminium,bc,vision,75,85,10,No,,I sell on fixed schedule - daily/monthly/weekly,1254,GPSDD | Informal Waste Ecosystem Survey | Kabadiwallas (Revised),92
BC Aluminium,Aluminium,bc,Colour white,70,80,60,No,,I sell when I get a good price,109,GPSDD | Informal Waste Ecosystem Survey | Kabadiwallas (Revised),16
Coke,Aluminium,BC,Colour,40,50,60,No,,I sell on fixed schedule - daily/monthly/weekly,43,GPSDD | Informal Waste Ecosystem Survey | Kabadiwallas (Revised),12
Coke,Aluminium,BC,,70,80,60,No,,I sell on fixed schedule - daily/monthly/weekly,59,GPSDD | Informal Waste Ecosystem Survey | Kabadiwallas (Revised),13
Coke,Aluminium,BC,Vision,70,80,50,No,,I sell on fixed schedule - daily/monthly/weekly,124,GPSDD | Informal Waste Ecosystem Survey | Kabadiwallas (Revised),17
Coke,Aluminium,BC,Colour,60,70,80,No,,,224,GPSDD | Informal Waste Ecosystem Survey | Kabadiwallas (Revised),23
Coke,Aluminium,BC,Colour,60,70,60,No,,I sell on fixed schedule - daily/monthly/weekly,248,GPSDD | Informal Waste Ecosystem Survey | Kabadiwallas (Revised),25
Coke,Aluminium,BC,Vision,40,50,60,No,,I sell on fixed schedule - daily/monthly/weekly,306,GPSDD | Informal Waste Ecosystem Survey | Kabadiwallas (Revised),28
Liquor bottle,Glass,Beer Bottles,vision,2,3,500,No,,I sell on fixed schedule - daily/monthly/weekly,916,GPSDD | Informal Waste Ecosystem Survey | Kabadiwallas (Revised),71
Liquor bottle,Glass,Beer Bottles,vision,2,3,2000,No,,I sell on fixed schedule - daily/monthly/weekly,896,GPSDD | Informal Waste Ecosystem Survey | Kabadiwallas (Revised),70
Liquor bottle,Glass,Beer Bottles,Vision,2,3,,No,,I sell on fixed schedule - daily/monthly/weekly,502,GPSDD | Informal Waste Ecosystem Survey | Kabadiwallas (Revised),41
Liquor bottle,Glass,Beer Bottles,Vision,1,2,,No,,I sell on fixed schedule - daily/monthly/weekly,467,GPSDD | Informal Waste Ecosystem Survey | Kabadiwallas (Revised),39
Beer Bottles,Glass,Beer Bottles,Vision,2,3,300,No,,I sell on fixed schedule - daily/monthly/weekly,73,GPSDD | Informal Waste Ecosystem Survey | Kabadiwallas (Revised),14
Beer Bottles,Glass,Beer Bottles,Colour,1.5,3,300,No,,I sell on fixed schedule - daily/monthly/weekly,263,GPSDD | Informal Waste Ecosystem Survey | Kabadiwallas (Revised),26
Beer Bottles,Glass,Beer Bottles,Vision,1,2.5,500,No,,I sell on fixed schedule - daily/monthly/weekly,722,GPSDD | Informal Waste Ecosystem Survey | Kabadiwallas (Revised),56
Beer Bottles,Glass,Beer Bottles,Vision,1,2.5,500,No,,I sell on fixed schedule - daily/monthly/weekly,730,GPSDD | Informal Waste Ecosystem Survey | Kabadiwallas (Revised),57
Beer Bottles,Glass,Beer Bottles,Vision,1,2,1000,No,,I sell on fixed schedule - daily/monthly/weekly,653,GPSDD | Informal Waste Ecosystem Survey | Kabadiwallas (Revised),52
Beer quarter bottle,Glass,"Beer, quarter bottle",Vision,1,150,,No,,I sell on fixed schedule - daily/monthly/weekly,208,GPSDD | Informal Waste Ecosystem Survey | Kabadiwallas (Revised),22
Bommai,Plastic,Bommai,Vision,10,12,100,No,,I sell on fixed schedule - daily/monthly/weekly,546,GPSDD | Informal Waste Ecosystem Survey | Kabadiwallas (Revised),44
Bommai,Plastic,Bommai,Colour,5,6,40,No,,I sell on fixed schedule - daily/monthly/weekly,20,GPSDD | Informal Waste Ecosystem Survey | Kabadiwallas (Revised),11
Bommai,Plastic,Bommai,Colour,5,7,50,No,,I sell on fixed schedule - daily/monthly/weekly,37,GPSDD | Informal Waste Ecosystem Survey | Kabadiwallas (Revised),12
Bommai,Plastic,Bommai,Sound and household goods at low cost,10,15,100,No,,I sell on fixed schedule - daily/monthly/weekly,88,GPSDD | Informal Waste Ecosystem Survey | Kabadiwallas (Revised),15
Bommai,Plastic,Bommai,Vision,15,20,,No,,I sell on fixed schedule - daily/monthly/weekly,180,GPSDD | Informal Waste Ecosystem Survey | Kabadiwallas (Revised),21
Bommai,Plastic,Bommai,Vision and sound,15,18,,No,,I sell on fixed schedule - daily/monthly/weekly,204,GPSDD | Informal Waste Ecosystem Survey | Kabadiwallas (Revised),22
Bommai,Plastic,Bommai,Sound,12,14,,No,,I sell on fixed schedule - daily/monthly/weekly,322,GPSDD | Informal Waste Ecosystem Survey | Kabadiwallas (Revised),29
Bommai,Plastic,Bommai,Vision sound,12,14,,Yes,Break,I sell on fixed schedule - daily/monthly/weekly,335,GPSDD | Informal Waste Ecosystem Survey | Kabadiwallas (Revised),31
Bommai,Plastic,Bommai,Sound,15,18,3000,No,,I sell on fixed schedule - daily/monthly/weekly,353,GPSDD | Informal Waste Ecosystem Survey | Kabadiwallas (Revised),32
Bommai,Plastic,Bommai,Vision,12,14,25,No,,I sell on fixed schedule - daily/monthly/weekly,519,GPSDD | Informal Waste Ecosystem Survey | Kabadiwallas (Revised),42
Bommai,Plastic,Bommai,Colour,8,10,100,No,,I sell on fixed schedule - daily/monthly/weekly,568,GPSDD | Informal Waste Ecosystem Survey | Kabadiwallas (Revised),47
Bommai,Plastic,Bommai,Colour,9,12,100,No,,I sell on fixed schedule - daily/monthly/weekly,590,GPSDD | Informal Waste Ecosystem Survey | Kabadiwallas (Revised),49
Bommai,Plastic,Bommai,Vision,12,14,200,No,,I sell on fixed schedule - daily/monthly/weekly,640,GPSDD | Informal Waste Ecosystem Survey | Kabadiwallas (Revised),52
Bommai,Plastic,Bommai,Vision,15,18,500,No,,I sell on fixed schedule - daily/monthly/weekly,658,GPSDD | Informal Waste Ecosystem Survey | Kabadiwallas (Revised),53
Bommai,Plastic,Bommai,Vision,13,15,50,No,,I sell on fixed schedule - daily/monthly/weekly,701,GPSDD | Informal Waste Ecosystem Survey | Kabadiwallas (Revised),55
Bommai,Plastic,Bommai,Vision,14,15,50,No,,I sell on fixed schedule - daily/monthly/weekly,713,GPSDD | Informal Waste Ecosystem Survey | Kabadiwallas (Revised),56
Bommai,Plastic,Bommai,Colour,8,11,100,No,,I sell on fixed schedule - daily/monthly/weekly,742,GPSDD | Informal Waste Ecosystem Survey | Kabadiwallas (Revised),59
bommai,Plastic,bommai,"vision, sound",19,23,2000,No,,I sell on fixed schedule - daily/monthly/weekly,782,GPSDD | Informal Waste Ecosystem Survey | Kabadiwallas (Revised),62
bommai,Plastic,bommai,vision,15,17,2000,No,,I sell on fixed schedule - daily/monthly/weekly,802,GPSDD | Informal Waste Ecosystem Survey | Kabadiwallas (Revised),65
bommai,Plastic,bommai,vision,9,11,750,No,,I sell on fixed schedule - daily/monthly/weekly,832,GPSDD | Informal Waste Ecosystem Survey | Kabadiwallas (Revised),67
Bommai,Plastic,Bommai,Colour sound,8,10,60,No,,I sell on fixed schedule - daily/monthly/weekly,848,GPSDD | Informal Waste Ecosystem Survey | Kabadiwallas (Revised),68
Bommai,Plastic,Bommai,Colour,6,7,60,No,,I sell on fixed schedule - daily/monthly/weekly,867,GPSDD | Informal Waste Ecosystem Survey | Kabadiwallas (Revised),69
Bommai,Plastic,Bommai,vision,15,17,1200,No,,I sell on fixed schedule - daily/monthly/weekly,889,GPSDD | Informal Waste Ecosystem Survey | Kabadiwallas (Revised),70
Bommai,Plastic,Bommai,vision,13,15,750,No,,I sell on fixed schedule - daily/monthly/weekly,921,GPSDD | Informal Waste Ecosystem Survey | Kabadiwallas (Revised),71
Bommai,Plastic,Bommai,Colour,12,14,90,No,,I sell on fixed schedule - daily/monthly/weekly,939,GPSDD | Informal Waste Ecosystem Survey | Kabadiwallas (Revised),74
Bommai,Plastic,Bommai,Colour,8,10,80,No,,I sell on fixed schedule - daily/monthly/weekly,957,GPSDD | Informal Waste Ecosystem Survey | Kabadiwallas (Revised),75
Bommai,Plastic,Bommai,Sound,10,14,90,No,,I sell on fixed schedule - daily/monthly/weekly,972,GPSDD | Informal Waste Ecosystem Survey | Kabadiwallas (Revised),76
Bommai,Plastic,Bommai,Sound,11,14,80,No,,I sell on fixed schedule - daily/monthly/weekly,990,GPSDD | Informal Waste Ecosystem Survey | Kabadiwallas (Revised),77
bommai,Plastic,bommai,vision,12,15,1000,No,,I sell on fixed schedule - daily/monthly/weekly,1014,GPSDD | Informal Waste Ecosystem Survey | Kabadiwallas (Revised),78
bommai,Plastic,bommai,vision,12,15,1500,No,,I sell on fixed schedule - daily/monthly/weekly,1036,GPSDD | Informal Waste Ecosystem Survey | Kabadiwallas (Revised),80
bommai,Plastic,bommai,vision,12,14,1000,No,,I sell on fixed schedule - daily/monthly/weekly,1048,GPSDD | Informal Waste Ecosystem Survey | Kabadiwallas (Revised),81
bommai,Plastic,bommai,vision,14,16,1000,No,,I sell on fixed schedule - daily/monthly/weekly,1061,GPSDD | Informal Waste Ecosystem Survey | Kabadiwallas (Revised),82
Bommai,Plastic,Bommai,Sound,8,10,80,No,,I sell on fixed schedule - daily/monthly/weekly,1076,GPSDD | Informal Waste Ecosystem Survey | Kabadiwallas (Revised),83
Bommai,Plastic,Bommai,Sound,8,10,70,No,,I sell on fixed schedule - daily/monthly/weekly,1098,GPSDD | Informal Waste Ecosystem Survey | Kabadiwallas (Revised),84
Bommai,Plastic,Bommai,Sound,8,10,80,No,,I sell on fixed schedule - daily/monthly/weekly,1116,GPSDD | Informal Waste Ecosystem Survey | Kabadiwallas (Revised),85
Bommai,Plastic,Bommai,Sound,8,11,80,No,,I sell on fixed schedule - daily/monthly/weekly,1132,GPSDD | Informal Waste Ecosystem Survey | Kabadiwallas (Revised),86
Bommai,Plastic,Bommai,Sound,7,10,70,No,,I sell on fixed schedule - daily/monthly/weekly,1155,GPSDD | Informal Waste Ecosystem Survey | Kabadiwallas (Revised),87
Bommai,Plastic,Bommai,Color,9,12,80,No,,I sell on fixed schedule - daily/monthly/weekly,1173,GPSDD | Informal Waste Ecosystem Survey | Kabadiwallas (Revised),88
Bommai,Plastic,Bommai,Vision,5,7,80,No,,I sell on fixed schedule - daily/monthly/weekly,1211,GPSDD | Informal Waste Ecosystem Survey | Kabadiwallas (Revised),90
bommai,Plastic,bommai,vision,15,20,500,No,,I sell on fixed schedule - daily/monthly/weekly,1231,GPSDD | Informal Waste Ecosystem Survey | Kabadiwallas (Revised),91
bommai,Plastic,bommai,vision,14,17,1000,No,,I sell on fixed schedule - daily/monthly/weekly,1262,GPSDD | Informal Waste Ecosystem Survey | Kabadiwallas (Revised),93
Bommai,Plastic,Bommai,vision,12,14,200,No,,I sell on fixed schedule - daily/monthly/weekly,1028,GPSDD | Informal Waste Ecosystem Survey | Kabadiwallas (Revised),79
