material-surveyer,Material,subcategory,material,CP,SP,Volume,Processing,"if_yes,_what_kind_of_processing",how_do_you_decide_when_to_sell,_index,_parent_table_name,_parent_index
Colour attai,Cardboard,Colour attai,Colour,11,13,,No,,I sell on fixed schedule - daily/monthly/weekly,222,GPSDD | Informal Waste Ecosystem Survey | Kabadiwallas (Revised),23
Steel German,Steel,German,Colour,340,350,20,No,,I sell on fixed schedule - daily/monthly/weekly,228,GPSDD | Informal Waste Ecosystem Survey | Kabadiwallas (Revised),23
Steel jerman,Steel,German,Vision,310,320,40,No,,I sell on fixed schedule - daily/monthly/weekly,30,GPSDD | Informal Waste Ecosystem Survey | Kabadiwallas (Revised),11
Steel jerman,Steel,German,Colour,340,350,40,No,,I sell on fixed schedule - daily/monthly/weekly,135,GPSDD | Informal Waste Ecosystem Survey | Kabadiwallas (Revised),18
Steel jerman,Steel,German,Colour,240,250,50,No,,I sell on fixed schedule - daily/monthly/weekly,170,GPSDD | Informal Waste Ecosystem Survey | Kabadiwallas (Revised),20
Steel jerman,Steel,German,Colour,230,240,,No,,I sell on fixed schedule - daily/monthly/weekly,268,GPSDD | Informal Waste Ecosystem Survey | Kabadiwallas (Revised),26
Steel jerman,Steel,German,Colour,210,220,20,No,,I sell on fixed schedule - daily/monthly/weekly,288,GPSDD | Informal Waste Ecosystem Survey | Kabadiwallas (Revised),27
Steel jerman,Steel,German,Vision,320,330,30,No,,I sell on fixed schedule - daily/monthly/weekly,395,GPSDD | Informal Waste Ecosystem Survey | Kabadiwallas (Revised),35
Steel jerman 202,Steel,German,Colour,40,50,50,No,,I sell on fixed schedule - daily/monthly/weekly,80,GPSDD | Informal Waste Ecosystem Survey | Kabadiwallas (Revised),14
German steel,Steel,German,Colour,250,270,50,No,,I sell on fixed schedule - daily/monthly/weekly,44,GPSDD | Informal Waste Ecosystem Survey | Kabadiwallas (Revised),12
Jerman steel,Steel,German,Colour,350,360,30,No,,I sell on fixed schedule - daily/monthly/weekly,127,GPSDD | Informal Waste Ecosystem Survey | Kabadiwallas (Revised),17
Aluminium getti,Aluminium,Getti,Colour,90,100,70,No,,I sell on fixed schedule - daily/monthly/weekly,58,GPSDD | Informal Waste Ecosystem Survey | Kabadiwallas (Revised),13
Aluminium getti,Aluminium,Getti,Vision,90,100,80,No,,I sell on fixed schedule - daily/monthly/weekly,167,GPSDD | Informal Waste Ecosystem Survey | Kabadiwallas (Revised),20
Aluminium getti,Aluminium,Getti,Colour,90,100,90,No,,I sell on fixed schedule - daily/monthly/weekly,223,GPSDD | Informal Waste Ecosystem Survey | Kabadiwallas (Revised),23
Aluminium getti,Aluminium,Getti,Colour,150,160,15,No,,I sell on fixed schedule - daily/monthly/weekly,246,GPSDD | Informal Waste Ecosystem Survey | Kabadiwallas (Revised),25
Aluminium getti,Aluminium,Getti,Colour,80,85,10,No,,I sell on fixed schedule - daily/monthly/weekly,563,GPSDD | Informal Waste Ecosystem Survey | Kabadiwallas (Revised),47
Aluminium getti,Aluminium,Getti,Vision,95,100,300,Yes,,I sell on fixed schedule - daily/monthly/weekly,573,GPSDD | Informal Waste Ecosystem Survey | Kabadiwallas (Revised),48
Aluminium ketti,Aluminium,Getti,Weight,70,80,,Yes,Break,I sell on fixed schedule - daily/monthly/weekly,210,GPSDD | Informal Waste Ecosystem Survey | Kabadiwallas (Revised),22
Getti,Aluminium,Getti,,100,120,50,No,,I sell on fixed schedule - daily/monthly/weekly,123,GPSDD | Informal Waste Ecosystem Survey | Kabadiwallas (Revised),17
Getti,Aluminium,Getti,Colour,80,90,60,No,,I sell on fixed schedule - daily/monthly/weekly,375,GPSDD | Informal Waste Ecosystem Survey | Kabadiwallas (Revised),34
Getti,Aluminium,Getti,Colour,70,80,65,No,,I sell on fixed schedule - daily/monthly/weekly,410,GPSDD | Informal Waste Ecosystem Survey | Kabadiwallas (Revised),36
Getti,Aluminium,Getti,Vision,80,90,2,No,,I sell on fixed schedule - daily/monthly/weekly,494,GPSDD | Informal Waste Ecosystem Survey | Kabadiwallas (Revised),40
Getti,Aluminium,Getti,Colour,80,85,60,No,,I sell on fixed schedule - daily/monthly/weekly,599,GPSDD | Informal Waste Ecosystem Survey | Kabadiwallas (Revised),49
Getti,Aluminium,Getti,Vision,90,95,2,No,,I sell on fixed schedule - daily/monthly/weekly,687,GPSDD | Informal Waste Ecosystem Survey | Kabadiwallas (Revised),54
Getti,Aluminium,Getti,Colour,80,100,70,No,,I sell on fixed schedule - daily/monthly/weekly,751,GPSDD | Informal Waste Ecosystem Survey | Kabadiwallas (Revised),59
Getti,Aluminium,Getti,Colour,75,80,70,No,,I sell on fixed schedule - daily/monthly/weekly,857,GPSDD | Informal Waste Ecosystem Survey | Kabadiwallas (Revised),68
Getti,Aluminium,Getti,Colour,80,90,30,No,,I sell on fixed schedule - daily/monthly/weekly,877,GPSDD | Informal Waste Ecosystem Survey | Kabadiwallas (Revised),69
Getti,Aluminium,Getti,colour,90,100,5,No,,I sell on fixed schedule - daily/monthly/weekly,900,GPSDD | Informal Waste Ecosystem Survey | Kabadiwallas (Revised),70
Getti,Aluminium,Getti,Colour,80,90,10,No,,I sell on fixed schedule - daily/monthly/weekly,943,GPSDD | Informal Waste Ecosystem Survey | Kabadiwallas (Revised),74
Getti,Aluminium,Getti,Vision,80,90,40,No,,I sell on fixed schedule - daily/monthly/weekly,962,GPSDD | Informal Waste Ecosystem Survey | Kabadiwallas (Revised),75
Getti,Aluminium,Getti,Vision,85,100,20,No,,I sell on fixed schedule - daily/monthly/weekly,978,GPSDD | Informal Waste Ecosystem Survey | Kabadiwallas (Revised),76
Getti,Aluminium,Getti,Colour,90,100,20,No,,I sell on fixed schedule - daily/monthly/weekly,1002,GPSDD | Informal Waste Ecosystem Survey | Kabadiwallas (Revised),77
Getti,Aluminium,Getti,Color,90,100,30,No,,I sell on fixed schedule - daily/monthly/weekly,1085,GPSDD | Informal Waste Ecosystem Survey | Kabadiwallas (Revised),83
Getti,Aluminium,Getti,Color,90,100,60,No,,I sell on fixed schedule - daily/monthly/weekly,1103,GPSDD | Informal Waste Ecosystem Survey | Kabadiwallas (Revised),84
Getti,Aluminium,Getti,Color,90,100,50,No,,I sell on fixed schedule - daily/monthly/weekly,1122,GPSDD | Informal Waste Ecosystem Survey | Kabadiwallas (Revised),85
Getti,Aluminium,Getti,Vision,90,110,40,No,,I sell on fixed schedule - daily/monthly/weekly,1142,GPSDD | Informal Waste Ecosystem Survey | Kabadiwallas (Revised),86
Getti,Aluminium,Getti,Color,90,100,60,No,,I sell on fixed schedule - daily/monthly/weekly,1162,GPSDD | Informal Waste Ecosystem Survey | Kabadiwallas (Revised),87
Getti,Aluminium,Getti,Color,90,110,20,No,,I sell on fixed schedule - daily/monthly/weekly,1181,GPSDD | Informal Waste Ecosystem Survey | Kabadiwallas (Revised),88
Getti,Aluminium,Getti,Vision,90,110,20,No,,I sell on fixed schedule - daily/monthly/weekly,1200,GPSDD | Informal Waste Ecosystem Survey | Kabadiwallas (Revised),89
Getti,Aluminium,Getti,Color,90,100,40,No,,I sell on fixed schedule - daily/monthly/weekly,1220,GPSDD | Informal Waste Ecosystem Survey | Kabadiwallas (Revised),90
Getti Aluminium,Aluminium,Getti,Colour,80,90,,No,,I sell on fixed schedule - daily/monthly/weekly,314,GPSDD | Informal Waste Ecosystem Survey | Kabadiwallas (Revised),29
Getti aluminium,Aluminium,Getti,Colour,90,100,50,No,,I sell on fixed schedule - daily/monthly/weekly,426,GPSDD | Informal Waste Ecosystem Survey | Kabadiwallas (Revised),37
Getti aluminium,Aluminium,Getti,Colour,70,80,100,No,,I sell on fixed schedule - daily/monthly/weekly,445,GPSDD | Informal Waste Ecosystem Survey | Kabadiwallas (Revised),38
Getti Aluminium,Aluminium,Getti,Colour,80,90,,No,,I sell on fixed schedule - daily/monthly/weekly,479,GPSDD | Informal Waste Ecosystem Survey | Kabadiwallas (Revised),39
Getti aluminium,Aluminium,Getti,Colour,70,80,40,No,,I sell on fixed schedule - daily/monthly/weekly,617,GPSDD | Informal Waste Ecosystem Survey | Kabadiwallas (Revised),50
Getti motor aluminium,Aluminium,Getti,Colour,80,100,100,No,,I sell on fixed schedule - daily/monthly/weekly,394,GPSDD | Informal Waste Ecosystem Survey | Kabadiwallas (Revised),35
"Gunmetal, 4, 304",Steel,"Gunmetal, 4, 304",Colour,235,240,10,No,,I sell on fixed schedule - daily/monthly/weekly,720,GPSDD | Informal Waste Ecosystem Survey | Kabadiwallas (Revised),56
Hard piece,Plastic,Hard piece,Vision,14,16,20,No,,I sell on fixed schedule - daily/monthly/weekly,459,GPSDD | Informal Waste Ecosystem Survey | Kabadiwallas (Revised),39
Rpc,Plastic,Hard piece,Vision,25,27,,No,,I sell on fixed schedule - daily/monthly/weekly,183,GPSDD | Informal Waste Ecosystem Survey | Kabadiwallas (Revised),21
Rpc,Plastic,Hard piece,Colour,12,14,80,No,,I sell on fixed schedule - daily/monthly/weekly,298,GPSDD | Informal Waste Ecosystem Survey | Kabadiwallas (Revised),28
Rpc,Plastic,Hard piece,vision,23,25,50,No,,I sell on fixed schedule - daily/monthly/weekly,891,GPSDD | Informal Waste Ecosystem Survey | Kabadiwallas (Revised),70
rpc,Plastic,Hard piece,vision,23,25,25,No,,I sell on fixed schedule - daily/monthly/weekly,1062,GPSDD | Informal Waste Ecosystem Survey | Kabadiwallas (Revised),82
"Rpc,joint,PVC door",Plastic,"hard piece, joint, PVC door",Vision,10,14,90,No,,I sell on fixed schedule - daily/monthly/weekly,91,GPSDD | Informal Waste Ecosystem Survey | Kabadiwallas (Revised),15
Herman steel,Steel,German,Colour,250,270,30,No,,I sell on fixed schedule - daily/monthly/weekly,64,GPSDD | Informal Waste Ecosystem Survey | Kabadiwallas (Revised),13
Hi pvc,Plastic,Hi pvc,,17,19,200,No,,I sell on fixed schedule - daily/monthly/weekly,625,GPSDD | Informal Waste Ecosystem Survey | Kabadiwallas (Revised),51
Joint,Plastic,Joint,Na,26,28,,No,,I sell on fixed schedule - daily/monthly/weekly,184,GPSDD | Informal Waste Ecosystem Survey | Kabadiwallas (Revised),21
Joint,Plastic,Joint,View,9,11,30,No,,I sell on fixed schedule - daily/monthly/weekly,850,GPSDD | Informal Waste Ecosystem Survey | Kabadiwallas (Revised),68
Joint,Plastic,Joint,Colour sound,9,11,40,No,,I sell on fixed schedule - daily/monthly/weekly,956,GPSDD | Informal Waste Ecosystem Survey | Kabadiwallas (Revised),75
Karuppu,Plastic,Karuppu,Sound and colour,2,3,50,No,,I sell on fixed schedule - daily/monthly/weekly,35,GPSDD | Informal Waste Ecosystem Survey | Kabadiwallas (Revised),12
Karuppu,Plastic,Karuppu,Sound color,5,8,50,No,,I sell on fixed schedule - daily/monthly/weekly,103,GPSDD | Informal Waste Ecosystem Survey | Kabadiwallas (Revised),16
Karuppu,Plastic,Karuppu,Colour,5,6,50,No,,I sell on fixed schedule - daily/monthly/weekly,457,GPSDD | Informal Waste Ecosystem Survey | Kabadiwallas (Revised),39
Karuppu,Plastic,Karuppu,Vision colour,5,7,25,No,,I sell on fixed schedule - daily/monthly/weekly,518,GPSDD | Informal Waste Ecosystem Survey | Kabadiwallas (Revised),42
Karuppu,Plastic,Karuppu,Sound,5,7,10,No,,I sell on fixed schedule - daily/monthly/weekly,533,GPSDD | Informal Waste Ecosystem Survey | Kabadiwallas (Revised),43
Karupu,Plastic,Karuppu,Colour,1,2,20,No,,I sell on fixed schedule - daily/monthly/weekly,19,GPSDD | Informal Waste Ecosystem Survey | Kabadiwallas (Revised),No
Kodam,Plastic,Kodam,Vision and sound,10,15,,No,,I sell on fixed schedule - daily/monthly/weekly,182,GPSDD | Informal Waste Ecosystem Survey | Kabadiwallas (Revised),21
Kodam,Plastic,Kodam,Vision,15,18,,No,,I sell on fixed schedule - daily/monthly/weekly,207,GPSDD | Informal Waste Ecosystem Survey | Kabadiwallas (Revised),22
Kodam,Plastic,Kodam,Sound,12,14,,No,,I sell on fixed schedule - daily/monthly/weekly,324,GPSDD | Informal Waste Ecosystem Survey | Kabadiwallas (Revised),29
Kodam,Plastic,Kodam,Vision,12,14,10,No,,I sell on fixed schedule - daily/monthly/weekly,534,GPSDD | Informal Waste Ecosystem Survey | Kabadiwallas (Revised),43
Kodam,Plastic,Kodam,Vision,15,17,250,No,,I sell on fixed schedule - daily/monthly/weekly,642,GPSDD | Informal Waste Ecosystem Survey | Kabadiwallas (Revised),52
Kodam,Plastic,Kodam,Vision,14,15,50,No,,I sell on fixed schedule - daily/monthly/weekly,700,GPSDD | Informal Waste Ecosystem Survey | Kabadiwallas (Revised),55
Kodam,Plastic,Kodam,Vision,14,15,25,No,,I sell on fixed schedule - daily/monthly/weekly,716,GPSDD | Informal Waste Ecosystem Survey | Kabadiwallas (Revised),56
kodam,Plastic,kodam,vision,13,15,250,No,,I sell on fixed schedule - daily/monthly/weekly,803,GPSDD | Informal Waste Ecosystem Survey | Kabadiwallas (Revised),65
kodam,Plastic,kodam,vision,15,16,200,No,,I sell on fixed schedule - daily/monthly/weekly,890,GPSDD | Informal Waste Ecosystem Survey | Kabadiwallas (Revised),70
kodam,Plastic,kodam,vision,13,14,100,No,,I sell on fixed schedule - daily/monthly/weekly,1052,GPSDD | Informal Waste Ecosystem Survey | Kabadiwallas (Revised),81
kodam,Plastic,kodam,vision,14,16,200,No,,I sell on fixed schedule - daily/monthly/weekly,1232,GPSDD | Informal Waste Ecosystem Survey | Kabadiwallas (Revised),91
kodam,Plastic,kodam,vision,12,15,200,No,,I sell on fixed schedule - daily/monthly/weekly,1263,GPSDD | Informal Waste Ecosystem Survey | Kabadiwallas (Revised),93
Kudam,Plastic,kodam,Colour,11,14,50,No,,I sell on fixed schedule - daily/monthly/weekly,278,GPSDD | Informal Waste Ecosystem Survey | Kabadiwallas (Revised),27
LD colour,Plastic,LD colour,vision,12,14,,No,,I sell on fixed schedule - daily/monthly/weekly,806,GPSDD | Informal Waste Ecosystem Survey | Kabadiwallas (Revised),65
LD white,Plastic,LD white,,10,12,30,No,,I sell on fixed schedule - daily/monthly/weekly,175,GPSDD | Informal Waste Ecosystem Survey | Kabadiwallas (Revised),20
LD white,Plastic,LD white,Weight,30,32,,No,,I sell on fixed schedule - daily/monthly/weekly,323,GPSDD | Informal Waste Ecosystem Survey | Kabadiwallas (Revised),29
LD white,Plastic,LD white,Colour,18,25,80,No,,I sell on fixed schedule - daily/monthly/weekly,436,GPSDD | Informal Waste Ecosystem Survey | Kabadiwallas (Revised),38
LD white,Plastic,LD white,Vision,30,33,,No,,I sell on fixed schedule - daily/monthly/weekly,460,GPSDD | Informal Waste Ecosystem Survey | Kabadiwallas (Revised),39
ld white,Plastic,ld white,vision,20,23,,No,,I sell on fixed schedule - daily/monthly/weekly,805,GPSDD | Informal Waste Ecosystem Survey | Kabadiwallas (Revised),65
LD white,Plastic,LD white,Colour,18,24,50,No,,I sell on fixed schedule - daily/monthly/weekly,973,GPSDD | Informal Waste Ecosystem Survey | Kabadiwallas (Revised),76
LD white,Plastic,LD white,Colour,12,14,80,No,,I sell on fixed schedule - daily/monthly/weekly,991,GPSDD | Informal Waste Ecosystem Survey | Kabadiwallas (Revised),77
Ld white,Plastic,Ld white,Sound colour,8,10,50,No,,I sell on fixed schedule - daily/monthly/weekly,1097,GPSDD | Informal Waste Ecosystem Survey | Kabadiwallas (Revised),84
Ld white,Plastic,Ld white,Sounf,8,10,50,No,,I sell on fixed schedule - daily/monthly/weekly,1133,GPSDD | Informal Waste Ecosystem Survey | Kabadiwallas (Revised),86
Ld white,Plastic,Ld white,Color,10,14,50,No,,I sell on fixed schedule - daily/monthly/weekly,1156,GPSDD | Informal Waste Ecosystem Survey | Kabadiwallas (Revised),87
Ld white,Plastic,Ld white,Color,20,25,70,No,,I sell on fixed schedule - daily/monthly/weekly,1174,GPSDD | Informal Waste Ecosystem Survey | Kabadiwallas (Revised),88
Ld white,Plastic,Ld white,Sound,7,9,70,No,,I sell on fixed schedule - daily/monthly/weekly,1194,GPSDD | Informal Waste Ecosystem Survey | Kabadiwallas (Revised),89
Ld white,Plastic,Ld white,Color sound,11,13,40,No,,I sell on fixed schedule - daily/monthly/weekly,1210,GPSDD | Informal Waste Ecosystem Survey | Kabadiwallas (Revised),90
Mica,Plastic,Mica,Vision,6,7,80,No,,I sell on fixed schedule - daily/monthly/weekly,57,GPSDD | Informal Waste Ecosystem Survey | Kabadiwallas (Revised),13
Mica,Plastic,Mica,Vision,20,25,50,No,,I sell on fixed schedule - daily/monthly/weekly,133,GPSDD | Informal Waste Ecosystem Survey | Kabadiwallas (Revised),18
Mica,Plastic,Mica,Vision,15,20,70,No,,I sell on fixed schedule - daily/monthly/weekly,166,GPSDD | Informal Waste Ecosystem Survey | Kabadiwallas (Revised),20
Mica,Plastic,Mica,Vision,14,16,100,No,,I sell on fixed schedule - daily/monthly/weekly,219,GPSDD | Informal Waste Ecosystem Survey | Kabadiwallas (Revised),23
Mica,Plastic,Mica,Colour,18,20,,No,,I sell on fixed schedule - daily/monthly/weekly,328,GPSDD | Informal Waste Ecosystem Survey | Kabadiwallas (Revised),29
Mica,Plastic,Mica,Vision,18,20,60,No,,I sell on fixed schedule - daily/monthly/weekly,461,GPSDD | Informal Waste Ecosystem Survey | Kabadiwallas (Revised),39
Mica,Plastic,Mica,Vision,22,24,5,No,,I sell on fixed schedule - daily/monthly/weekly,541,GPSDD | Informal Waste Ecosystem Survey | Kabadiwallas (Revised),43
Mica,Plastic,Mica,Vision,24,26,5,No,,I sell on fixed schedule - daily/monthly/weekly,556,GPSDD | Informal Waste Ecosystem Survey | Kabadiwallas (Revised),44
Mica,Plastic,Mica,Colour,14,16,70,No,,I sell on fixed schedule - daily/monthly/weekly,570,GPSDD | Informal Waste Ecosystem Survey | Kabadiwallas (Revised),47
Mica,Plastic,Mica,,23,30,5,No,,I sell on fixed schedule - daily/monthly/weekly,630,GPSDD | Informal Waste Ecosystem Survey | Kabadiwallas (Revised),51
Mica,Plastic,Mica,Vision,24,26,,No,,I sell on fixed schedule - daily/monthly/weekly,670,GPSDD | Informal Waste Ecosystem Survey | Kabadiwallas (Revised),53
Mica,Plastic,Mica,Vision,8,10,70,No,,I sell on fixed schedule - daily/monthly/weekly,759,GPSDD | Informal Waste Ecosystem Survey | Kabadiwallas (Revised),60
mica,Plastic,Mica,vision,25,27,25,No,,I sell on fixed schedule - daily/monthly/weekly,828,GPSDD | Informal Waste Ecosystem Survey | Kabadiwallas (Revised),66
Mica,Plastic,Mica,Colour,8,10,50,No,,I sell on fixed schedule - daily/monthly/weekly,852,GPSDD | Informal Waste Ecosystem Survey | Kabadiwallas (Revised),68
mica,Plastic,Mica,vision,28,30,50,No,,I sell on fixed schedule - daily/monthly/weekly,911,GPSDD | Informal Waste Ecosystem Survey | Kabadiwallas (Revised),71
Mica,Plastic,Mica,Colour,10,12,70,No,,I sell on fixed schedule - daily/monthly/weekly,975,GPSDD | Informal Waste Ecosystem Survey | Kabadiwallas (Revised),76
Mica,Plastic,Mica,Colour,8,10,80,No,,I sell on fixed schedule - daily/monthly/weekly,993,GPSDD | Informal Waste Ecosystem Survey | Kabadiwallas (Revised),77
mica,Plastic,Mica,vision,25,28,15,No,,I sell on fixed schedule - daily/monthly/weekly,1045,GPSDD | Informal Waste Ecosystem Survey | Kabadiwallas (Revised),80
Mica,Plastic,Mica,Vision,8,10,70,No,,I sell on fixed schedule - daily/monthly/weekly,1135,GPSDD | Informal Waste Ecosystem Survey | Kabadiwallas (Revised),86
Mica,Plastic,Mica,Vision,8,10,80,No,,I sell on fixed schedule - daily/monthly/weekly,1158,GPSDD | Informal Waste Ecosystem Survey | Kabadiwallas (Revised),87
Milk cover,Plastic,Milk cover,vision,9,11,50,No,,I sell on fixed schedule - daily/monthly/weekly,1230,GPSDD | Informal Waste Ecosystem Survey | Kabadiwallas (Revised),91
Milk cover,Plastic,Milk cover,Vision,10,12,80,No,,I sell on fixed schedule - daily/monthly/weekly,38,GPSDD | Informal Waste Ecosystem Survey | Kabadiwallas (Revised),12
Milk cover,Plastic,Milk cover,Vision,9,11,60,No,,I sell on fixed schedule - daily/monthly/weekly,257,GPSDD | Informal Waste Ecosystem Survey | Kabadiwallas (Revised),26
Milk cover,Plastic,Milk cover,Vision,9,10,70,No,,I sell on fixed schedule - daily/monthly/weekly,297,GPSDD | Informal Waste Ecosystem Survey | Kabadiwallas (Revised),28
Milk cover,Plastic,Milk cover,Vision,10,12,,No,,I sell on fixed schedule - daily/monthly/weekly,330,GPSDD | Informal Waste Ecosystem Survey | Kabadiwallas (Revised),29
Milk cover,Plastic,Milk cover,Vision,8,10,,No,,I sell on fixed schedule - daily/monthly/weekly,336,GPSDD | Informal Waste Ecosystem Survey | Kabadiwallas (Revised),31
Milk cover,Plastic,Milk cover,Vision,8,10,30,No,,I sell on fixed schedule - daily/monthly/weekly,488,GPSDD | Informal Waste Ecosystem Survey | Kabadiwallas (Revised),40
Milk cover,Plastic,Milk cover,Vision,8,9,,No,,I sell on fixed schedule - daily/monthly/weekly,517,GPSDD | Informal Waste Ecosystem Survey | Kabadiwallas (Revised),42
Milk cover,Plastic,Milk cover,Vision,7,9,30,No,,I sell on fixed schedule - daily/monthly/weekly,531,GPSDD | Informal Waste Ecosystem Survey | Kabadiwallas (Revised),43
Milk cover,Plastic,Milk cover,Vision,8,9,30,No,,I sell on fixed schedule - daily/monthly/weekly,545,GPSDD | Informal Waste Ecosystem Survey | Kabadiwallas (Revised),44
Milk cover,Plastic,Milk cover,Colour,9,11,30,No,,I sell on fixed schedule - daily/monthly/weekly,567,GPSDD | Informal Waste Ecosystem Survey | Kabadiwallas (Revised),47
Milk cover,Plastic,Milk cover,,8,10,50,No,,I sell on fixed schedule - daily/monthly/weekly,635,GPSDD | Informal Waste Ecosystem Survey | Kabadiwallas (Revised),51
Milk cover,Plastic,Milk cover,Vision,8,10,50,No,,I sell on fixed schedule - daily/monthly/weekly,659,GPSDD | Informal Waste Ecosystem Survey | Kabadiwallas (Revised),53
milk cover,Plastic,milk cover,vision,8,9,150,No,,I sell on fixed schedule - daily/monthly/weekly,831,GPSDD | Informal Waste Ecosystem Survey | Kabadiwallas (Revised),67
milk cover,Plastic,milk cover,vision,8,10,20,No,,I sell on fixed schedule - daily/monthly/weekly,1026,GPSDD | Informal Waste Ecosystem Survey | Kabadiwallas (Revised),79
Milk cover,Plastic,Milk cover,Vision,9,11,20,No,,I sell on fixed schedule - daily/monthly/weekly,1078,GPSDD | Informal Waste Ecosystem Survey | Kabadiwallas (Revised),83
Milk cover,Plastic,Milk cover,View,8,11,20,No,,I sell on fixed schedule - daily/monthly/weekly,1099,GPSDD | Informal Waste Ecosystem Survey | Kabadiwallas (Revised),84
Milk cover,Plastic,Milk cover,Color,9,11,10,No,,I sell on fixed schedule - daily/monthly/weekly,1117,GPSDD | Informal Waste Ecosystem Survey | Kabadiwallas (Revised),85
Milk cover,Plastic,Milk cover,Vision,8,10,20,No,,I sell on fixed schedule - daily/monthly/weekly,1134,GPSDD | Informal Waste Ecosystem Survey | Kabadiwallas (Revised),86
Milk cover,Plastic,Milk cover,Vision,9,12,30,No,,I sell on fixed schedule - daily/monthly/weekly,1157,GPSDD | Informal Waste Ecosystem Survey | Kabadiwallas (Revised),87
milk cover,Plastic,milk cover,vision,8,10,25,No,,I sell on fixed schedule - daily/monthly/weekly,1261,GPSDD | Informal Waste Ecosystem Survey | Kabadiwallas (Revised),93
milk cover,Plastic,milk cover,View,8,10,80,No,,I sell on fixed schedule - daily/monthly/weekly,22,GPSDD | Informal Waste Ecosystem Survey | Kabadiwallas (Revised),11
milk cover,Plastic,milk cover,Vision,9,11,70,No,,I sell on fixed schedule - daily/monthly/weekly,56,GPSDD | Informal Waste Ecosystem Survey | Kabadiwallas (Revised),13
milk cover,Plastic,milk cover,View,11,13,70,No,,I sell on fixed schedule - daily/monthly/weekly,117,GPSDD | Informal Waste Ecosystem Survey | Kabadiwallas (Revised),17
milk cover,Plastic,milk cover,View,8,10,80,No,,I sell on fixed schedule - daily/monthly/weekly,165,GPSDD | Informal Waste Ecosystem Survey | Kabadiwallas (Revised),20
milk cover,Plastic,milk cover,Vision,10,12,60,No,,I sell on fixed schedule - daily/monthly/weekly,201,GPSDD | Informal Waste Ecosystem Survey | Kabadiwallas (Revised),22
milk cover,Plastic,milk cover,View,11,13,70,No,,I sell on fixed schedule - daily/monthly/weekly,218,GPSDD | Informal Waste Ecosystem Survey | Kabadiwallas (Revised),23
milk cover,Plastic,milk cover,Colour,11,13,50,No,,I sell on fixed schedule - daily/monthly/weekly,233,GPSDD | Informal Waste Ecosystem Survey | Kabadiwallas (Revised),24
milk cover,Plastic,milk cover,Colour,9,12,70,No,,I sell on fixed schedule - daily/monthly/weekly,279,GPSDD | Informal Waste Ecosystem Survey | Kabadiwallas (Revised),27
milk cover,Plastic,milk cover,View,9,12,100,No,,I sell on fixed schedule - daily/monthly/weekly,385,GPSDD | Informal Waste Ecosystem Survey | Kabadiwallas (Revised),35
milk cover,Plastic,milk cover,View,9,11,90,No,,I sell on fixed schedule - daily/monthly/weekly,404,GPSDD | Informal Waste Ecosystem Survey | Kabadiwallas (Revised),36
milk cover,Plastic,milk cover,Vision,9,12,100,No,,I sell on fixed schedule - daily/monthly/weekly,434,GPSDD | Informal Waste Ecosystem Survey | Kabadiwallas (Revised),38
milk cover,Plastic,milk cover,View,8,10,20,No,,I sell on fixed schedule - daily/monthly/weekly,589,GPSDD | Informal Waste Ecosystem Survey | Kabadiwallas (Revised),49
milk cover,Plastic,milk cover,Vision,5,7,50,Yes,,I sell on fixed schedule - daily/monthly/weekly,639,GPSDD | Informal Waste Ecosystem Survey | Kabadiwallas (Revised),52
milk cover,Plastic,milk cover,Vision,8,10,30,No,,I sell on fixed schedule - daily/monthly/weekly,699,GPSDD | Informal Waste Ecosystem Survey | Kabadiwallas (Revised),55
milk cover,Plastic,milk cover,Vision,8,9.5,30,No,,I sell on fixed schedule - daily/monthly/weekly,715,GPSDD | Informal Waste Ecosystem Survey | Kabadiwallas (Revised),56
milk cover,Plastic,milk cover,Colour,8,10,30,No,,I sell on fixed schedule - daily/monthly/weekly,758,GPSDD | Informal Waste Ecosystem Survey | Kabadiwallas (Revised),60
milk cover,Plastic,milk cover,vision,8,12,,No,,I sell on fixed schedule - daily/monthly/weekly,801,GPSDD | Informal Waste Ecosystem Survey | Kabadiwallas (Revised),65
milk cover,Plastic,milk cover,vision,8,10,50,No,,I sell on fixed schedule - daily/monthly/weekly,818,GPSDD | Informal Waste Ecosystem Survey | Kabadiwallas (Revised),66
milk cover,Plastic,milk cover,Vision,9,11,40,No,,I sell on fixed schedule - daily/monthly/weekly,849,GPSDD | Informal Waste Ecosystem Survey | Kabadiwallas (Revised),68
milk cover,Plastic,milk cover,View,8,10,20,No,,I sell on fixed schedule - daily/monthly/weekly,869,GPSDD | Informal Waste Ecosystem Survey | Kabadiwallas (Revised),69
milk cover,Plastic,milk cover,vision,8,10,50,No,,I sell on fixed schedule - daily/monthly/weekly,920,GPSDD | Informal Waste Ecosystem Survey | Kabadiwallas (Revised),71
milk cover,Plastic,milk cover,vision,8,10,20,No,,I sell on fixed schedule - daily/monthly/weekly,924,GPSDD | Informal Waste Ecosystem Survey | Kabadiwallas (Revised),72
milk cover,Plastic,milk cover,View,8,10,20,No,,I sell on fixed schedule - daily/monthly/weekly,958,GPSDD | Informal Waste Ecosystem Survey | Kabadiwallas (Revised),75
milk cover,Plastic,milk cover,Colour,8,10,10,No,,I sell on fixed schedule - daily/monthly/weekly,974,GPSDD | Informal Waste Ecosystem Survey | Kabadiwallas (Revised),76
